Series_reference,Period,Data_value,STATUS,UNITS,Magnitude,Series_title_1
1327,2020.05,674,F,Dollars,6,Actual
1328,2020.06,745.2,F,Dollars,6,Actual
1329,2020.07,709.6,F,Dollars,6,Actual
1330,2020.08,650.8,F,Dollars,6,Actual
1331,2020.09,752.6,F,Dollars,6,Actual
1332,2020.1,812.2,F,Dollars,6,Actual
1333,2020.11,881.6,F,Dollars,6,Actual
1334,2020.12,959.1,F,Dollars,6,Actual
1335,2021.01,725.5,F,Dollars,6,Actual
1336,2021.02,639.2,F,Dollars,6,Actual
1337,2021.03,716.6,F,Dollars,6,Actual
1338,2021.04,711,F,Dollars,6,Actual
1339,2021.05,719.5,F,Dollars,6,Actual
1340,2021.06,716.4,F,Dollars,6,Actual
1341,2021.07,722.8,F,Dollars,6,Actual
1342,2021.08,438.3,F,Dollars,6,Actual
1343,2021.09,587.8,F,Dollars,6,Actual
1344,2021.1,731.6,F,Dollars,6,Actual
1345,2021.11,989.6,F,Dollars,6,Actual
1346,2007.03,560.7,C,Dollars,6,adjusted
1347,2007.04,536,C,Dollars,6,adjusted
1348,2007.05,573.1,C,Dollars,6,adjusted
1349,2007.06,648.9,C,Dollars,6,adjusted
1350,2007.07,643.9,C,Dollars,6,adjusted
1351,2007.08,830.8,C,Dollars,6,adjusted
1352,2007.09,592.1,C,Dollars,6,adjusted
1353,2007.1,521.3,C,Dollars,6,adjusted
1354,2007.11,579.3,C,Dollars,6,adjusted
1355,2007.12,565.6,C,Dollars,6,adjusted
1356,2008.01,556.2,C,Dollars,6,adjusted
1357,2008.02,553.7,C,Dollars,6,adjusted
1358,2008.03,549.8,C,Dollars,6,adjusted
1359,2008.04,544.1,C,Dollars,6,adjusted
1360,2008.05,576.1,C,Dollars,6,adjusted
1361,2008.06,652.5,C,Dollars,6,adjusted
1362,2008.07,676.4,C,Dollars,6,adjusted
1363,2008.08,851.8,C,Dollars,6,adjusted
1364,2008.09,595.6,C,Dollars,6,adjusted
1365,2008.1,535.4,C,Dollars,6,adjusted
1366,2008.11,611.6,C,Dollars,6,adjusted
1367,2008.12,572.6,C,Dollars,6,adjusted
1368,2009.01,580.5,C,Dollars,6,adjusted
1369,2009.02,571.6,C,Dollars,6,adjusted
1370,2009.03,555.2,C,Dollars,6,adjusted
1371,2009.04,563.9,C,Dollars,6,adjusted
1372,2009.05,595.3,C,Dollars,6,adjusted
1373,2009.06,674.2,C,Dollars,6,adjusted
1374,2009.07,702.3,C,Dollars,6,adjusted
1375,2009.08,848.3,C,Dollars,6,adjusted
1376,2009.09,614.1,C,Dollars,6,adjusted
1377,2009.1,546.5,C,Dollars,6,adjusted
1378,2009.11,602.1,C,Dollars,6,adjusted
1379,2009.12,585.4,C,Dollars,6,adjusted
1380,2010.01,580.6,C,Dollars,6,adjusted
1381,2010.02,586.1,C,Dollars,6,adjusted
1382,2010.03,567.3,C,Dollars,6,adjusted
1383,2010.04,585.9,C,Dollars,6,adjusted
1384,2010.05,603.9,C,Dollars,6,adjusted
1385,2010.06,674.4,C,Dollars,6,adjusted
1386,2010.07,740.7,C,Dollars,6,adjusted
1387,2010.08,860.6,C,Dollars,6,adjusted
1388,2010.09,621.3,C,Dollars,6,adjusted
1389,2010.1,586.1,C,Dollars,6,adjusted
1390,2010.11,611.2,C,Dollars,6,adjusted
1391,2010.12,137.6,C,Dollars,6,adjusted
1392,2011.01,674,C,Dollars,6,adjusted
1393,2011.02,745.2,C,Dollars,6,adjusted
1394,2011.03,709.6,C,Dollars,6,adjusted
1395,2011.04,650.8,C,Dollars,6,adjusted
1396,2011.05,752.6,C,Dollars,6,adjusted
1397,2011.06,812.2,C,Dollars,6,adjusted
1398,2011.07,881.6,C,Dollars,6,adjusted
1399,2011.08,959.1,C,Dollars,6,adjusted
1400,2011.09,725.5,C,Dollars,6,adjusted
1401,2011.1,639.2,C,Dollars,6,adjusted
1402,2011.11,716.6,C,Dollars,6,adjusted
1403,2011.12,711,C,Dollars,6,adjusted
1404,2012.01,719.5,C,Dollars,6,adjusted
1405,2012.02,716.4,C,Dollars,6,adjusted
1406,2012.03,722.8,C,Dollars,6,adjusted
1407,2012.04,438.3,C,Dollars,6,adjusted
1408,2012.05,587.8,C,Dollars,6,adjusted
1409,2012.06,731.6,C,Dollars,6,adjusted
1410,2012.07,989.6,C,Dollars,6,adjusted
1411,2012.08,560.7,C,Dollars,6,adjusted
1412,2012.09,536,C,Dollars,6,adjusted
1413,2012.1,573.1,C,Dollars,6,adjusted
1414,2012.11,648.9,C,Dollars,6,adjusted
1415,2012.12,643.9,C,Dollars,6,adjusted
1416,2013.01,830.8,C,Dollars,6,adjusted
1417,2013.02,592.1,C,Dollars,6,adjusted
1418,2013.03,521.3,C,Dollars,6,adjusted
1419,2013.04,579.3,C,Dollars,6,adjusted
1420,2013.05,565.6,C,Dollars,6,adjusted
1421,2013.06,556.2,C,Dollars,6,adjusted
1422,2013.07,553.7,C,Dollars,6,adjusted
1423,2013.08,549.8,C,Dollars,6,adjusted
1424,2013.09,544.1,C,Dollars,6,adjusted
1425,2013.1,576.1,C,Dollars,6,adjusted
1426,2013.11,652.5,C,Dollars,6,adjusted
1427,2013.12,676.4,C,Dollars,6,adjusted
1428,2014.01,851.8,C,Dollars,6,adjusted
1429,2014.02,595.6,C,Dollars,6,adjusted
1430,2014.03,535.4,C,Dollars,6,adjusted
1431,2014.04,611.6,C,Dollars,6,adjusted
1432,2014.05,572.6,C,Dollars,6,adjusted
1433,2014.06,580.5,C,Dollars,6,adjusted
1434,2014.07,571.6,C,Dollars,6,adjusted
1435,2014.08,555.2,C,Dollars,6,adjusted
1436,2014.09,563.9,C,Dollars,6,adjusted
1437,2014.1,595.3,C,Dollars,6,adjusted
1438,2014.11,674.2,C,Dollars,6,adjusted
1439,2014.12,702.3,C,Dollars,6,adjusted
1440,2015.01,848.3,C,Dollars,6,adjusted
1441,2015.02,614.1,C,Dollars,6,adjusted
1442,2015.03,546.5,C,Dollars,6,adjusted
1443,2015.04,602.1,C,Dollars,6,adjusted
1444,2015.05,585.4,C,Dollars,6,adjusted
1445,2015.06,580.6,C,Dollars,6,adjusted
1446,2015.07,586.1,C,Dollars,6,adjusted
1447,2015.08,567.3,C,Dollars,6,adjusted
1448,2015.09,585.9,C,Dollars,6,adjusted
1449,2015.1,603.9,C,Dollars,6,adjusted
1450,2015.11,674.4,C,Dollars,6,adjusted
1451,2015.12,740.7,C,Dollars,6,adjusted
1452,2016.01,860.6,C,Dollars,6,adjusted
1453,2016.02,621.3,C,Dollars,6,adjusted
1454,2016.03,586.1,C,Dollars,6,adjusted
1455,2016.04,611.2,C,Dollars,6,adjusted
1456,2016.05,137.6,C,Dollars,6,adjusted
1457,2016.06,674,C,Dollars,6,adjusted
1458,2016.07,745.2,C,Dollars,6,adjusted
1459,2016.08,709.6,C,Dollars,6,adjusted
1460,2016.09,650.8,C,Dollars,6,adjusted
1461,2016.1,752.6,C,Dollars,6,adjusted
1462,2016.11,812.2,C,Dollars,6,adjusted
1463,2016.12,881.6,C,Dollars,6,adjusted
1464,2017.01,959.1,C,Dollars,6,adjusted
1465,2017.02,725.5,C,Dollars,6,adjusted
1466,2017.03,639.2,C,Dollars,6,adjusted
1467,2017.04,716.6,C,Dollars,6,adjusted
1468,2017.05,711,C,Dollars,6,adjusted
1469,2017.06,719.5,C,Dollars,6,adjusted
1470,2017.07,716.4,C,Dollars,6,adjusted
1471,2017.08,722.8,C,Dollars,6,adjusted
1472,2017.09,438.3,C,Dollars,6,adjusted
1473,2017.1,587.8,C,Dollars,6,adjusted
1474,2017.11,731.6,C,Dollars,6,adjusted
1475,2017.12,989.6,C,Dollars,6,adjusted
1476,2018.01,560.7,C,Dollars,6,adjusted
1477,2018.02,536,C,Dollars,6,adjusted
1478,2018.03,573.1,C,Dollars,6,adjusted
1479,2018.04,648.9,C,Dollars,6,adjusted
1480,2018.05,643.9,C,Dollars,6,adjusted
1481,2018.06,830.8,C,Dollars,6,adjusted
1482,2018.07,592.1,C,Dollars,6,adjusted
1483,2018.08,521.3,C,Dollars,6,adjusted
1484,2018.09,579.3,C,Dollars,6,adjusted
1485,2018.1,565.6,C,Dollars,6,adjusted
1486,2018.11,556.2,C,Dollars,6,adjusted
1487,2018.12,553.7,C,Dollars,6,adjusted
1488,2019.01,549.8,C,Dollars,6,adjusted
1489,2019.02,544.1,C,Dollars,6,adjusted
1490,2019.03,576.1,C,Dollars,6,adjusted
1491,2019.04,652.5,C,Dollars,6,adjusted
1492,2019.05,676.4,C,Dollars,6,adjusted
1493,2019.06,851.8,C,Dollars,6,adjusted
1494,2019.07,595.6,C,Dollars,6,adjusted
1495,2019.08,535.4,C,Dollars,6,adjusted
1496,2019.09,611.6,C,Dollars,6,adjusted
1497,2019.1,572.6,C,Dollars,6,adjusted
1498,2019.11,580.5,C,Dollars,6,adjusted
1499,2019.12,571.6,C,Dollars,6,adjusted
1500,2020.01,555.2,C,Dollars,6,adjusted
1501,2020.02,563.9,C,Dollars,6,adjusted
1502,2020.03,595.3,C,Dollars,6,adjusted
1503,2020.04,674.2,C,Dollars,6,adjusted
1504,2020.05,702.3,C,Dollars,6,adjusted
1505,2020.06,848.3,C,Dollars,6,adjusted
1506,2020.07,614.1,C,Dollars,6,adjusted
1507,2020.08,546.5,C,Dollars,6,adjusted
1508,2020.09,602.1,C,Dollars,6,adjusted
1509,2020.1,585.4,C,Dollars,6,adjusted
1510,2020.11,580.6,C,Dollars,6,adjusted
1511,2020.12,586.1,C,Dollars,6,adjusted
1512,2021.01,567.3,C,Dollars,6,adjusted
1513,2021.02,585.9,C,Dollars,6,adjusted
1514,2021.03,603.9,C,Dollars,6,adjusted
1515,2021.04,674.4,C,Dollars,6,adjusted
1516,2021.05,740.7,C,Dollars,6,adjusted
1517,2021.06,860.6,C,Dollars,6,adjusted
1518,2021.07,621.3,C,Dollars,6,adjusted
1519,2021.08,586.1,C,Dollars,6,adjusted
1520,2021.09,611.2,C,Dollars,6,adjusted
1521,2021.1,137.6,C,Dollars,6,adjusted
1522,2021.11,674,C,Dollars,6,adjusted
1523,2007.01,745.2,F,Dollars,6,Actual
1524,2007.02,709.6,F,Dollars,6,Actual
1525,2007.03,650.8,F,Dollars,6,Actual
1526,2007.04,752.6,F,Dollars,6,Actual
1527,2007.05,812.2,F,Dollars,6,Actual
1528,2007.06,881.6,F,Dollars,6,Actual
1529,2007.07,959.1,F,Dollars,6,Actual
1530,2007.08,725.5,F,Dollars,6,Actual
1531,2007.09,639.2,F,Dollars,6,Actual
1532,2007.1,716.6,F,Dollars,6,Actual
1533,2007.11,711,F,Dollars,6,Actual
1534,2007.12,719.5,F,Dollars,6,Actual
1535,2008.01,716.4,F,Dollars,6,Actual
1536,2008.02,722.8,F,Dollars,6,Actual
1537,2008.03,438.3,F,Dollars,6,Actual
1538,2008.04,587.8,F,Dollars,6,Actual
1539,2008.05,731.6,F,Dollars,6,Actual
1540,2008.06,989.6,F,Dollars,6,Actual
1541,2008.07,107.1,F,Dollars,6,Actual
1542,2008.08,101.7,F,Dollars,6,Actual
1543,2008.09,106.1,F,Dollars,6,Actual
1544,2008.1,115.5,F,Dollars,6,Actual
1545,2008.11,126.2,F,Dollars,6,Actual
1546,2008.12,198.1,F,Dollars,6,Actual
1547,2009.01,122.2,F,Dollars,6,Actual
1548,2009.02,111.7,F,Dollars,6,Actual
1549,2009.03,123.2,F,Dollars,6,Actual
1550,2009.04,110.6,F,Dollars,6,Actual
1551,2009.05,109.6,F,Dollars,6,Actual
1552,2009.06,97.5,F,Dollars,6,Actual
1553,2009.07,114,F,Dollars,6,Actual
1554,2009.08,104.1,F,Dollars,6,Actual
1555,2009.09,107,F,Dollars,6,Actual
1556,2009.1,111.7,F,Dollars,6,Actual
1557,2009.11,124.5,F,Dollars,6,Actual
1558,2009.12,193.6,F,Dollars,6,Actual
1559,2010.01,115.6,F,Dollars,6,Actual
1560,2010.02,109.2,F,Dollars,6,Actual
1561,2010.03,122.5,F,Dollars,6,Actual
1562,2010.04,107.6,F,Dollars,6,Actual
1563,2010.05,100.5,F,Dollars,6,Actual
1564,2010.06,98.8,F,Dollars,6,Actual
1565,2010.07,114.3,F,Dollars,6,Actual
1566,2010.08,98.3,F,Dollars,6,Actual
1567,2010.09,102.9,F,Dollars,6,Actual
1568,2010.1,107.3,F,Dollars,6,Actual
1569,2010.11,124.6,F,Dollars,6,Actual
1570,2010.12,196,F,Dollars,6,Actual
1571,2011.01,113.6,F,Dollars,6,Actual
1572,2011.02,105.2,F,Dollars,6,Actual
1573,2011.03,118.8,F,Dollars,6,Actual
1574,2011.04,106.8,F,Dollars,6,Actual
1575,2011.05,103,F,Dollars,6,Actual
1576,2011.06,94,F,Dollars,6,Actual
1577,2011.07,108.8,F,Dollars,6,Actual
1578,2011.08,97.3,F,Dollars,6,Actual
1579,2011.09,102.2,F,Dollars,6,Actual
1580,2011.1,107.5,F,Dollars,6,Actual
1581,2011.11,122.6,F,Dollars,6,Actual
1582,2011.12,198.6,F,Dollars,6,Actual
1583,2012.01,116,F,Dollars,6,Actual
1584,2012.02,113.7,F,Dollars,6,Actual
1585,2012.03,118.3,F,Dollars,6,Actual
1586,2012.04,103.3,F,Dollars,6,Actual
1587,2012.05,107.4,F,Dollars,6,Actual
1588,2012.06,101.8,F,Dollars,6,Actual
1589,2012.07,106.8,F,Dollars,6,Actual
1590,2012.08,101.1,F,Dollars,6,Actual
1591,2012.09,99.9,F,Dollars,6,Actual
1592,2012.1,108.6,F,Dollars,6,Actual
1593,2012.11,123,F,Dollars,6,Actual
1594,2012.12,195,F,Dollars,6,Actual
1595,2013.01,116.1,F,Dollars,6,Actual
1596,2013.02,108.5,F,Dollars,6,Actual
1597,2013.03,116.1,F,Dollars,6,Actual
1598,2013.04,103,F,Dollars,6,Actual
1599,2013.05,106.2,F,Dollars,6,Actual
1600,2013.06,96.4,F,Dollars,6,Actual
1601,2013.07,110.3,F,Dollars,6,Actual
1602,2013.08,102.5,F,Dollars,6,Actual
1603,2013.09,96.7,F,Dollars,6,Actual
1604,2013.1,111.4,F,Dollars,6,Actual
1605,2013.11,127.9,F,Dollars,6,Actual
1606,2013.12,199.2,F,Dollars,6,Actual
1607,2014.01,118.2,F,Dollars,6,Actual
1608,2014.02,108.2,F,Dollars,6,Actual
1609,2014.03,116.4,F,Dollars,6,Actual
1610,2014.04,106.2,F,Dollars,6,Actual
1611,2014.05,110.9,F,Dollars,6,Actual
1612,2014.06,94.4,F,Dollars,6,Actual
1613,2014.07,108.8,F,Dollars,6,Actual
1614,2014.08,103.6,F,Dollars,6,Actual
1615,2014.09,102.7,F,Dollars,6,Actual
1616,2014.1,114.2,F,Dollars,6,Actual
1617,2014.11,126.1,F,Dollars,6,Actual
1618,2014.12,207.2,F,Dollars,6,Actual
1619,2015.01,124.4,F,Dollars,6,Actual
1620,2015.02,112.6,F,Dollars,6,Actual
1621,2015.03,123.6,F,Dollars,6,Actual
1622,2015.04,114.8,F,Dollars,6,Actual
1623,2015.05,103.7,F,Dollars,6,Actual
1624,2015.06,94.7,F,Dollars,6,Actual
1625,2015.07,107,F,Dollars,6,Actual
1626,2015.08,98.2,F,Dollars,6,Actual
1627,2015.09,102.5,F,Dollars,6,Actual
1628,2015.1,114.1,F,Dollars,6,Actual
1629,2015.11,123.9,F,Dollars,6,Actual
1630,2015.12,208.7,F,Dollars,6,Actual
1631,2016.01,122.1,F,Dollars,6,Actual
1632,2016.02,114.7,F,Dollars,6,Actual
1633,2016.03,119.4,F,Dollars,6,Actual
1634,2016.04,113.2,F,Dollars,6,Actual
1635,2016.05,109.6,F,Dollars,6,Actual
1636,2016.06,99.4,F,Dollars,6,Actual
1637,2016.07,109.6,F,Dollars,6,Actual
1638,2016.08,101.7,F,Dollars,6,Actual
1639,2016.09,108.2,F,Dollars,6,Actual
1640,2016.1,118,F,Dollars,6,Actual
1641,2016.11,130.5,F,Dollars,6,Actual
1642,2016.12,225.1,F,Dollars,6,Actual
1643,2017.01,132.8,F,Dollars,6,Actual
1644,2017.02,115.7,F,Dollars,6,Actual
1645,2017.03,126.3,F,Dollars,6,Actual
1646,2017.04,114.7,F,Dollars,6,Actual
1647,2017.05,113.6,F,Dollars,6,Actual
1648,2017.06,103,F,Dollars,6,Actual
1649,2017.07,114.2,F,Dollars,6,Actual
1650,2017.08,106.5,F,Dollars,6,Actual
1651,2017.09,109.4,F,Dollars,6,Actual
1652,2017.1,120.7,F,Dollars,6,Actual
1653,2017.11,137.3,F,Dollars,6,Actual
1654,2017.12,231.4,F,Dollars,6,Actual
1655,2018.01,132,F,Dollars,6,Actual
1656,2018.02,115.5,F,Dollars,6,Actual
1657,2018.03,125.6,F,Dollars,6,Actual
1658,2018.04,116.3,F,Dollars,6,Actual
1659,2018.05,115.5,F,Dollars,6,Actual
1660,2018.06,107.2,F,Dollars,6,Actual
1661,2018.07,113.8,F,Dollars,6,Actual
1662,2018.08,110.2,F,Dollars,6,Actual
1663,2018.09,111.8,F,Dollars,6,Actual
1664,2018.1,128.8,F,Dollars,6,Actual
1665,2018.11,145.1,F,Dollars,6,Actual
1666,2018.12,230.5,F,Dollars,6,Actual
1667,2019.01,138.9,F,Dollars,6,Actual
1668,2019.02,120.2,F,Dollars,6,Actual
1669,2019.03,130,F,Dollars,6,Actual
1670,2019.04,125.7,F,Dollars,6,Actual
1671,2019.05,122.8,F,Dollars,6,Actual
1672,2019.06,111.1,F,Dollars,6,Actual
1673,2019.07,118.9,F,Dollars,6,Actual
1674,2019.08,119.5,F,Dollars,6,Actual
1675,2019.09,115.5,F,Dollars,6,Actual
1676,2019.1,133.1,F,Dollars,6,Actual
1677,2019.11,164.4,F,Dollars,6,Actual
1678,2019.12,259,F,Dollars,6,Actual
1679,2020.01,157.9,F,Dollars,6,Actual
1680,2020.02,143.8,F,Dollars,6,Actual
1681,2020.03,131.8,F,Dollars,6,Actual
1682,2020.04,24.9,F,Dollars,6,Actual
1683,2020.05,144.1,F,Dollars,6,Actual
1684,2020.06,152.6,F,Dollars,6,Actual
1685,2020.07,152.9,F,Dollars,6,Actual
1686,2020.08,127.6,F,Dollars,6,Actual
1687,2020.09,151.1,F,Dollars,6,Actual
1688,2020.1,169.6,F,Dollars,6,Actual
1689,2020.11,180.9,F,Dollars,6,Actual
1690,2020.12,274.8,F,Dollars,6,Actual
1691,2021.01,167.1,F,Dollars,6,Actual
1692,2021.02,141.6,F,Dollars,6,Actual
1693,2021.03,152.9,F,Dollars,6,Actual
1694,2021.04,159.6,F,Dollars,6,Actual
1695,2021.05,148.8,F,Dollars,6,Actual
1696,2021.06,139.4,F,Dollars,6,Actual
1697,2021.07,153.5,F,Dollars,6,Actual
1698,2021.08,81.6,F,Dollars,6,Actual
1699,2021.09,113.1,F,Dollars,6,Actual
1700,2021.1,154.5,F,Dollars,6,Actual
1701,2021.11,201.1,F,Dollars,6,Actual
1702,2007.03,560.7,C,Dollars,6,adjusted
1703,2007.04,536,C,Dollars,6,adjusted
1704,2007.05,573.1,C,Dollars,6,adjusted
1705,2007.06,648.9,C,Dollars,6,adjusted
1706,2007.07,643.9,C,Dollars,6,adjusted
1707,2007.08,830.8,C,Dollars,6,adjusted
1708,2007.09,592.1,C,Dollars,6,adjusted
1709,2007.1,521.3,C,Dollars,6,adjusted
1710,2007.11,579.3,C,Dollars,6,adjusted
1711,2007.12,565.6,C,Dollars,6,adjusted
1712,2008.01,556.2,C,Dollars,6,adjusted
1713,2008.02,553.7,C,Dollars,6,adjusted
1714,2008.03,549.8,C,Dollars,6,adjusted
1715,2008.04,544.1,C,Dollars,6,adjusted
1716,2008.05,576.1,C,Dollars,6,adjusted
1717,2008.06,652.5,C,Dollars,6,adjusted
1718,2008.07,676.4,C,Dollars,6,adjusted
1719,2008.08,851.8,C,Dollars,6,adjusted
1720,2008.09,595.6,C,Dollars,6,adjusted
1721,2008.1,535.4,C,Dollars,6,adjusted
1722,2008.11,611.6,C,Dollars,6,adjusted
1723,2008.12,572.6,C,Dollars,6,adjusted
1724,2009.01,580.5,C,Dollars,6,adjusted
1725,2009.02,571.6,C,Dollars,6,adjusted
1726,2009.03,555.2,C,Dollars,6,adjusted
1727,2009.04,563.9,C,Dollars,6,adjusted
1728,2009.05,595.3,C,Dollars,6,adjusted
1729,2009.06,674.2,C,Dollars,6,adjusted
1730,2009.07,702.3,C,Dollars,6,adjusted
1731,2009.08,848.3,C,Dollars,6,adjusted
1732,2009.09,614.1,C,Dollars,6,adjusted
1733,2009.1,546.5,C,Dollars,6,adjusted
1734,2009.11,602.1,C,Dollars,6,adjusted
1735,2009.12,585.4,C,Dollars,6,adjusted
1736,2010.01,580.6,C,Dollars,6,adjusted
1737,2010.02,586.1,C,Dollars,6,adjusted
1738,2010.03,567.3,C,Dollars,6,adjusted
1739,2010.04,585.9,C,Dollars,6,adjusted
1740,2010.05,603.9,C,Dollars,6,adjusted
1741,2010.06,674.4,C,Dollars,6,adjusted
1742,2010.07,740.7,C,Dollars,6,adjusted
1743,2010.08,860.6,C,Dollars,6,adjusted
1744,2010.09,621.3,C,Dollars,6,adjusted
1745,2010.1,586.1,C,Dollars,6,adjusted
1746,2010.11,611.2,C,Dollars,6,adjusted
1747,2010.12,137.6,C,Dollars,6,adjusted
1748,2011.01,674,C,Dollars,6,adjusted
1749,2011.02,745.2,C,Dollars,6,adjusted
1750,2011.03,709.6,C,Dollars,6,adjusted
1751,2011.04,650.8,C,Dollars,6,adjusted
1752,2011.05,752.6,C,Dollars,6,adjusted
1753,2011.06,812.2,C,Dollars,6,adjusted
1754,2011.07,881.6,C,Dollars,6,adjusted
1755,2011.08,959.1,C,Dollars,6,adjusted
1756,2011.09,725.5,C,Dollars,6,adjusted
1757,2011.1,639.2,C,Dollars,6,adjusted
1758,2011.11,716.6,C,Dollars,6,adjusted
1759,2011.12,711,C,Dollars,6,adjusted
1760,2012.01,719.5,C,Dollars,6,adjusted
1761,2012.02,716.4,C,Dollars,6,adjusted
1762,2012.03,722.8,C,Dollars,6,adjusted
1763,2012.04,438.3,C,Dollars,6,adjusted
1764,2012.05,587.8,C,Dollars,6,adjusted
1765,2012.06,731.6,C,Dollars,6,adjusted
1766,2012.07,989.6,C,Dollars,6,adjusted
1767,2012.08,560.7,C,Dollars,6,adjusted
1768,2012.09,536,C,Dollars,6,adjusted
1769,2012.1,573.1,C,Dollars,6,adjusted
1770,2012.11,648.9,C,Dollars,6,adjusted
1771,2012.12,643.9,C,Dollars,6,adjusted
1772,2013.01,830.8,C,Dollars,6,adjusted
1773,2013.02,592.1,C,Dollars,6,adjusted
1774,2013.03,521.3,C,Dollars,6,adjusted
1775,2013.04,579.3,C,Dollars,6,adjusted
1776,2013.05,565.6,C,Dollars,6,adjusted
1777,2013.06,556.2,C,Dollars,6,adjusted
1778,2013.07,553.7,C,Dollars,6,adjusted
1779,2013.08,549.8,C,Dollars,6,adjusted
1780,2013.09,544.1,C,Dollars,6,adjusted
1781,2013.1,576.1,C,Dollars,6,adjusted
1782,2013.11,652.5,C,Dollars,6,adjusted
1783,2013.12,676.4,C,Dollars,6,adjusted
1784,2014.01,851.8,C,Dollars,6,adjusted
1785,2014.02,595.6,C,Dollars,6,adjusted
1786,2014.03,535.4,C,Dollars,6,adjusted
1787,2014.04,611.6,C,Dollars,6,adjusted
1788,2014.05,572.6,C,Dollars,6,adjusted
1789,2014.06,580.5,C,Dollars,6,adjusted
1790,2014.07,571.6,C,Dollars,6,adjusted
1791,2014.08,555.2,C,Dollars,6,adjusted
1792,2014.09,563.9,C,Dollars,6,adjusted
1793,2014.1,595.3,C,Dollars,6,adjusted
1794,2014.11,674.2,C,Dollars,6,adjusted
1795,2014.12,702.3,C,Dollars,6,adjusted
1796,2015.01,848.3,C,Dollars,6,adjusted
1797,2015.02,614.1,C,Dollars,6,adjusted
1798,2015.03,546.5,C,Dollars,6,adjusted
1799,2015.04,602.1,C,Dollars,6,adjusted
1800,2015.05,585.4,C,Dollars,6,adjusted
1801,2015.06,580.6,C,Dollars,6,adjusted
1802,2015.07,586.1,C,Dollars,6,adjusted
1803,2015.08,567.3,C,Dollars,6,adjusted
1804,2015.09,585.9,C,Dollars,6,adjusted
1805,2015.1,603.9,C,Dollars,6,adjusted
1806,2015.11,674.4,C,Dollars,6,adjusted
1807,2015.12,740.7,C,Dollars,6,adjusted
1808,2016.01,860.6,C,Dollars,6,adjusted
1809,2016.02,621.3,C,Dollars,6,adjusted
1810,2016.03,586.1,C,Dollars,6,adjusted
1811,2016.04,611.2,C,Dollars,6,adjusted
1812,2016.05,137.6,C,Dollars,6,adjusted
1813,2016.06,674,C,Dollars,6,adjusted
1814,2016.07,745.2,C,Dollars,6,adjusted
1815,2016.08,709.6,C,Dollars,6,adjusted
1816,2016.09,650.8,C,Dollars,6,adjusted
1817,2016.1,752.6,C,Dollars,6,adjusted
1818,2016.11,812.2,C,Dollars,6,adjusted
1819,2016.12,881.6,C,Dollars,6,adjusted
1820,2017.01,959.1,C,Dollars,6,adjusted
1821,2017.02,725.5,C,Dollars,6,adjusted
1822,2017.03,639.2,C,Dollars,6,adjusted
1823,2017.04,716.6,C,Dollars,6,adjusted
1824,2017.05,711,C,Dollars,6,adjusted
1825,2017.06,719.5,C,Dollars,6,adjusted
1826,2017.07,716.4,C,Dollars,6,adjusted
1827,2017.08,722.8,C,Dollars,6,adjusted
1828,2017.09,438.3,C,Dollars,6,adjusted
1829,2017.1,587.8,C,Dollars,6,adjusted
1830,2017.11,731.6,C,Dollars,6,adjusted
1831,2017.12,989.6,C,Dollars,6,adjusted
1832,2018.01,560.7,C,Dollars,6,adjusted
1833,2018.02,536,C,Dollars,6,adjusted
1834,2018.03,573.1,C,Dollars,6,adjusted
1835,2018.04,648.9,C,Dollars,6,adjusted
1836,2018.05,643.9,C,Dollars,6,adjusted
1837,2018.06,830.8,C,Dollars,6,adjusted
1838,2018.07,592.1,C,Dollars,6,adjusted
1839,2018.08,521.3,C,Dollars,6,adjusted
1840,2018.09,579.3,C,Dollars,6,adjusted
1841,2018.1,565.6,C,Dollars,6,adjusted
1842,2018.11,556.2,C,Dollars,6,adjusted
1843,2018.12,553.7,C,Dollars,6,adjusted
1844,2019.01,549.8,C,Dollars,6,adjusted
1845,2019.02,544.1,C,Dollars,6,adjusted
1846,2019.03,576.1,C,Dollars,6,adjusted
1847,2019.04,652.5,C,Dollars,6,adjusted
1848,2019.05,676.4,C,Dollars,6,adjusted
1849,2019.06,851.8,C,Dollars,6,adjusted
1850,2019.07,595.6,C,Dollars,6,adjusted
1851,2019.08,535.4,C,Dollars,6,adjusted
1852,2019.09,611.6,C,Dollars,6,adjusted
1853,2019.1,572.6,C,Dollars,6,adjusted
1854,2019.11,580.5,C,Dollars,6,adjusted
1855,2019.12,571.6,C,Dollars,6,adjusted
1856,2020.01,555.2,C,Dollars,6,adjusted
1857,2020.02,563.9,C,Dollars,6,adjusted
1858,2020.03,595.3,C,Dollars,6,adjusted
1859,2020.04,674.2,C,Dollars,6,adjusted
1860,2020.05,702.3,C,Dollars,6,adjusted
1861,2020.06,848.3,C,Dollars,6,adjusted
1862,2020.07,614.1,C,Dollars,6,adjusted
1863,2020.08,546.5,C,Dollars,6,adjusted
1864,2020.09,602.1,C,Dollars,6,adjusted
1865,2020.1,585.4,C,Dollars,6,adjusted
1866,2020.11,580.6,C,Dollars,6,adjusted
1867,2020.12,586.1,C,Dollars,6,adjusted
1868,2021.01,567.3,C,Dollars,6,adjusted
1869,2021.02,585.9,C,Dollars,6,adjusted
1870,2021.03,603.9,C,Dollars,6,adjusted
1871,2021.04,674.4,C,Dollars,6,adjusted
1872,2021.05,740.7,C,Dollars,6,adjusted
1873,2021.06,860.6,C,Dollars,6,adjusted
