Series_reference,Period,Data_value,STATUS,UNITS,Magnitude,Series_title_1
777,2019.01,1661.6,C,Dollars,6,adjusted
778,2019.02,1759.3,C,Dollars,6,adjusted
779,2019.03,1781.2,C,Dollars,6,adjusted
780,2019.04,2018.1,C,Dollars,6,adjusted
781,2019.05,1779.1,C,Dollars,6,adjusted
782,2019.06,1759.1,C,Dollars,6,adjusted
783,2019.07,2205.9,C,Dollars,6,adjusted
784,2019.08,2073,C,Dollars,6,adjusted
785,2019.09,1952.7,C,Dollars,6,adjusted
786,2019.1,1784.8,C,Dollars,6,adjusted
787,2019.11,1832.7,C,Dollars,6,adjusted
788,2019.12,1933.8,C,Dollars,6,adjusted
789,2020.01,1811.1,C,Dollars,6,adjusted
790,2020.02,1898.2,C,Dollars,6,adjusted
791,2020.03,1872.4,C,Dollars,6,adjusted
792,2020.04,2152.3,C,Dollars,6,adjusted
793,2020.05,1874,C,Dollars,6,adjusted
794,2020.06,1733.3,C,Dollars,6,adjusted
795,2020.07,1896.5,C,Dollars,6,adjusted
796,2020.08,1795.4,C,Dollars,6,adjusted
797,2020.09,1867,C,Dollars,6,adjusted
798,2020.1,1815.3,C,Dollars,6,adjusted
799,2020.11,1888.5,C,Dollars,6,adjusted
800,2020.12,2174,C,Dollars,6,adjusted
801,2021.01,2038.5,C,Dollars,6,adjusted
802,2021.02,2078.8,C,Dollars,6,adjusted
803,2021.03,2016.9,C,Dollars,6,adjusted
804,2021.04,887.3,C,Dollars,6,adjusted
805,2021.05,843.9,C,Dollars,6,adjusted
806,2021.06,925.1,C,Dollars,6,adjusted
807,2021.07,880,C,Dollars,6,adjusted
808,2021.08,905.1,C,Dollars,6,adjusted
809,2021.09,874.3,C,Dollars,6,adjusted
810,2021.1,890.5,C,Dollars,6,adjusted
811,2021.11,917.7,C,Dollars,6,adjusted
812,2007.01,895.9,F,Dollars,6,Actual
813,2007.02,945.9,F,Dollars,6,Actual
814,2007.03,960.8,F,Dollars,6,Actual
815,2007.04,1102.2,F,Dollars,6,Actual
816,2007.05,959.2,F,Dollars,6,Actual
817,2007.06,924.5,F,Dollars,6,Actual
818,2007.07,988,F,Dollars,6,Actual
819,2007.08,922.8,F,Dollars,6,Actual
820,2007.09,960.5,F,Dollars,6,Actual
821,2007.1,904,F,Dollars,6,Actual
822,2007.11,942.7,F,Dollars,6,Actual
823,2007.12,981,F,Dollars,6,Actual
824,2008.01,958.3,F,Dollars,6,Actual
825,2008.02,1032.2,F,Dollars,6,Actual
826,2008.03,1039.9,F,Dollars,6,Actual
827,2008.04,1180.5,F,Dollars,6,Actual
828,2008.05,1046.5,F,Dollars,6,Actual
829,2008.06,962,F,Dollars,6,Actual
830,2008.07,1041.7,F,Dollars,6,Actual
831,2008.08,1024.6,F,Dollars,6,Actual
832,2008.09,1046.4,F,Dollars,6,Actual
833,2008.1,996.9,F,Dollars,6,Actual
834,2008.11,1039,F,Dollars,6,Actual
835,2008.12,1053.1,F,Dollars,6,Actual
836,2009.01,1026.5,F,Dollars,6,Actual
837,2009.02,1090.1,F,Dollars,6,Actual
838,2009.03,1071.2,F,Dollars,6,Actual
839,2009.04,1255.4,F,Dollars,6,Actual
840,2009.05,1077.9,F,Dollars,6,Actual
841,2009.06,1005.3,F,Dollars,6,Actual
842,2009.07,1106.4,F,Dollars,6,Actual
843,2009.08,1045.1,F,Dollars,6,Actual
844,2009.09,1072.7,F,Dollars,6,Actual
845,2009.1,1029,F,Dollars,6,Actual
846,2009.11,1086.9,F,Dollars,6,Actual
847,2009.12,1087.5,F,Dollars,6,Actual
848,2010.01,1091.1,F,Dollars,6,Actual
849,2010.02,1178.5,F,Dollars,6,Actual
850,2010.03,1164.4,F,Dollars,6,Actual
851,2010.04,1361,F,Dollars,6,Actual
852,2010.05,1166,F,Dollars,6,Actual
853,2010.06,1095,F,Dollars,6,Actual
854,2010.07,1196.5,F,Dollars,6,Actual
855,2010.08,1171.6,F,Dollars,6,Actual
856,2010.09,1168.1,F,Dollars,6,Actual
857,2010.1,1142.2,F,Dollars,6,Actual
858,2010.11,1185.5,F,Dollars,6,Actual
859,2010.12,1186.5,F,Dollars,6,Actual
860,2011.01,1184.1,F,Dollars,6,Actual
861,2011.02,1247.4,F,Dollars,6,Actual
862,2011.03,1224.5,F,Dollars,6,Actual
863,2011.04,1439.9,F,Dollars,6,Actual
864,2011.05,1221.4,F,Dollars,6,Actual
865,2011.06,1189.6,F,Dollars,6,Actual
866,2011.07,1271.5,F,Dollars,6,Actual
867,2011.08,1213.1,F,Dollars,6,Actual
868,2011.09,1222.3,F,Dollars,6,Actual
869,2011.1,1191.3,F,Dollars,6,Actual
870,2011.11,1216.7,F,Dollars,6,Actual
871,2011.12,1252,F,Dollars,6,Actual
872,2012.01,1221.3,F,Dollars,6,Actual
873,2012.02,1270.5,F,Dollars,6,Actual
874,2012.03,1280.8,F,Dollars,6,Actual
875,2012.04,1480.2,F,Dollars,6,Actual
876,2012.05,1287.5,F,Dollars,6,Actual
877,2012.06,1199.6,F,Dollars,6,Actual
878,2012.07,1304.1,F,Dollars,6,Actual
879,2012.08,1217,F,Dollars,6,Actual
880,2012.09,1257.4,F,Dollars,6,Actual
881,2012.1,1210.3,F,Dollars,6,Actual
882,2012.11,1239.9,F,Dollars,6,Actual
883,2012.12,1281.5,F,Dollars,6,Actual
884,2013.01,1236.8,F,Dollars,6,Actual
885,2013.02,1320,F,Dollars,6,Actual
886,2013.03,1334.7,F,Dollars,6,Actual
887,2013.04,1516.7,F,Dollars,6,Actual
888,2013.05,1317.3,F,Dollars,6,Actual
889,2013.06,1224.5,F,Dollars,6,Actual
890,2013.07,1336.7,F,Dollars,6,Actual
891,2013.08,1284,F,Dollars,6,Actual
892,2013.09,1333,F,Dollars,6,Actual
893,2013.1,1255.3,F,Dollars,6,Actual
894,2013.11,1312.5,F,Dollars,6,Actual
895,2013.12,1340,F,Dollars,6,Actual
896,2014.01,1287.2,F,Dollars,6,Actual
897,2014.02,1383.8,F,Dollars,6,Actual
898,2014.03,1384.4,F,Dollars,6,Actual
899,2014.04,1591.8,F,Dollars,6,Actual
900,2014.05,1420.8,F,Dollars,6,Actual
901,2014.06,1297.3,F,Dollars,6,Actual
902,2014.07,1411.2,F,Dollars,6,Actual
903,2014.08,1354,F,Dollars,6,Actual
904,2014.09,1387.5,F,Dollars,6,Actual
905,2014.1,1323.4,F,Dollars,6,Actual
906,2014.11,1380.8,F,Dollars,6,Actual
907,2014.12,1405.1,F,Dollars,6,Actual
908,2015.01,1366.7,F,Dollars,6,Actual
909,2015.02,1481.7,F,Dollars,6,Actual
910,2015.03,1449.2,F,Dollars,6,Actual
911,2015.04,1685.4,F,Dollars,6,Actual
912,2015.05,1461.3,F,Dollars,6,Actual
913,2015.06,1419.3,F,Dollars,6,Actual
914,2015.07,1504.4,F,Dollars,6,Actual
915,2015.08,1424.7,F,Dollars,6,Actual
916,2015.09,1446.7,F,Dollars,6,Actual
917,2015.1,1400.9,F,Dollars,6,Actual
918,2015.11,1454.1,F,Dollars,6,Actual
919,2015.12,1449.3,F,Dollars,6,Actual
920,2016.01,1438.1,F,Dollars,6,Actual
921,2016.02,1538,F,Dollars,6,Actual
922,2016.03,1538.7,F,Dollars,6,Actual
923,2016.04,1780.7,F,Dollars,6,Actual
924,2016.05,1555.3,F,Dollars,6,Actual
925,2016.06,1465.3,F,Dollars,6,Actual
926,2016.07,1592.7,F,Dollars,6,Actual
927,2016.08,1555.1,F,Dollars,6,Actual
928,2016.09,1554.4,F,Dollars,6,Actual
929,2016.1,1504.9,F,Dollars,6,Actual
930,2016.11,1546.3,F,Dollars,6,Actual
931,2016.12,1571.4,F,Dollars,6,Actual
932,2017.01,1544.8,F,Dollars,6,Actual
933,2017.02,1627.2,F,Dollars,6,Actual
934,2017.03,1638.3,F,Dollars,6,Actual
935,2017.04,1885.1,F,Dollars,6,Actual
936,2017.05,1634.8,F,Dollars,6,Actual
937,2017.06,1524.8,F,Dollars,6,Actual
938,2017.07,1719.3,F,Dollars,6,Actual
939,2017.08,1543,F,Dollars,6,Actual
940,2017.09,1615.9,F,Dollars,6,Actual
941,2017.1,1558.6,F,Dollars,6,Actual
942,2017.11,1599.5,F,Dollars,6,Actual
943,2017.12,1632,F,Dollars,6,Actual
944,2018.01,1614.6,F,Dollars,6,Actual
945,2018.02,1698.5,F,Dollars,6,Actual
946,2018.03,1696.3,F,Dollars,6,Actual
947,2018.04,1947.6,F,Dollars,6,Actual
948,2018.05,1713.2,F,Dollars,6,Actual
949,2018.06,1601.7,F,Dollars,6,Actual
950,2018.07,1756.4,F,Dollars,6,Actual
951,2018.08,1662.6,F,Dollars,6,Actual
952,2018.09,1690.3,F,Dollars,6,Actual
953,2018.1,1620,F,Dollars,6,Actual
954,2018.11,1650.7,F,Dollars,6,Actual
955,2018.12,1705.3,F,Dollars,6,Actual
956,2019.01,1661.6,F,Dollars,6,Actual
957,2019.02,1759.3,F,Dollars,6,Actual
958,2019.03,1781.2,F,Dollars,6,Actual
959,2019.04,2018.1,F,Dollars,6,Actual
960,2019.05,1779.1,F,Dollars,6,Actual
961,2019.06,1759.1,F,Dollars,6,Actual
962,2019.07,2205.9,F,Dollars,6,Actual
963,2019.08,2073,F,Dollars,6,Actual
964,2019.09,1952.7,F,Dollars,6,Actual
965,2019.1,1784.8,F,Dollars,6,Actual
966,2019.11,1832.7,F,Dollars,6,Actual
967,2019.12,1933.8,F,Dollars,6,Actual
968,2020.01,1811.1,F,Dollars,6,Actual
969,2020.02,1898.2,F,Dollars,6,Actual
970,2020.03,1872.4,F,Dollars,6,Actual
971,2020.04,2152.3,F,Dollars,6,Actual
972,2020.05,1874,F,Dollars,6,Actual
973,2020.06,1733.3,F,Dollars,6,Actual
974,2020.07,1896.5,F,Dollars,6,Actual
975,2020.08,1795.4,F,Dollars,6,Actual
976,2020.09,174.7,F,Dollars,6,Actual
977,2020.1,197,F,Dollars,6,Actual
978,2020.11,183.9,F,Dollars,6,Actual
979,2020.12,271.6,F,Dollars,6,Actual
980,2021.01,180.1,F,Dollars,6,Actual
981,2021.02,168.2,F,Dollars,6,Actual
982,2021.03,175.5,F,Dollars,6,Actual
983,2021.04,175.4,F,Dollars,6,Actual
984,2021.05,169.2,F,Dollars,6,Actual
985,2021.06,163.4,F,Dollars,6,Actual
986,2021.07,175.2,F,Dollars,6,Actual
987,2021.08,133.6,F,Dollars,6,Actual
988,2021.09,147.3,F,Dollars,6,Actual
989,2021.1,189.5,F,Dollars,6,Actual
990,2021.11,190.5,F,Dollars,6,Actual
991,2007.03,887.3,C,Dollars,6,adjusted
992,2007.04,843.9,C,Dollars,6,adjusted
993,2007.05,925.1,C,Dollars,6,adjusted
994,2007.06,880,C,Dollars,6,adjusted
995,2007.07,905.1,C,Dollars,6,adjusted
996,2007.08,874.3,C,Dollars,6,adjusted
997,2007.09,890.5,C,Dollars,6,adjusted
998,2007.1,917.7,C,Dollars,6,adjusted
999,2007.11,895.9,C,Dollars,6,adjusted
1000,2007.12,945.9,C,Dollars,6,adjusted
1001,2008.01,960.8,C,Dollars,6,adjusted
1002,2008.02,1102.2,C,Dollars,6,adjusted
1003,2008.03,959.2,C,Dollars,6,adjusted
1004,2008.04,924.5,C,Dollars,6,adjusted
1005,2008.05,988,C,Dollars,6,adjusted
1006,2008.06,922.8,C,Dollars,6,adjusted
1007,2008.07,960.5,C,Dollars,6,adjusted
1008,2008.08,904,C,Dollars,6,adjusted
1009,2008.09,942.7,C,Dollars,6,adjusted
1010,2008.1,981,C,Dollars,6,adjusted
1011,2008.11,958.3,C,Dollars,6,adjusted
1012,2008.12,1032.2,C,Dollars,6,adjusted
1013,2009.01,1039.9,C,Dollars,6,adjusted
1014,2009.02,1180.5,C,Dollars,6,adjusted
1015,2009.03,1046.5,C,Dollars,6,adjusted
1016,2009.04,962,C,Dollars,6,adjusted
1017,2009.05,1041.7,C,Dollars,6,adjusted
1018,2009.06,1024.6,C,Dollars,6,adjusted
1019,2009.07,1046.4,C,Dollars,6,adjusted
1020,2009.08,996.9,C,Dollars,6,adjusted
1021,2009.09,1039,C,Dollars,6,adjusted
1022,2009.1,1053.1,C,Dollars,6,adjusted
1023,2009.11,1026.5,C,Dollars,6,adjusted
1024,2009.12,1090.1,C,Dollars,6,adjusted
1025,2010.01,1071.2,C,Dollars,6,adjusted
1026,2010.02,1255.4,C,Dollars,6,adjusted
1027,2010.03,1077.9,C,Dollars,6,adjusted
1028,2010.04,1005.3,C,Dollars,6,adjusted
1029,2010.05,1106.4,C,Dollars,6,adjusted
1030,2010.06,1045.1,C,Dollars,6,adjusted
1031,2010.07,1072.7,C,Dollars,6,adjusted
1032,2010.08,1029,C,Dollars,6,adjusted
1033,2010.09,1086.9,C,Dollars,6,adjusted
1034,2010.1,1087.5,C,Dollars,6,adjusted
1035,2010.11,1091.1,C,Dollars,6,adjusted
1036,2010.12,1178.5,C,Dollars,6,adjusted
1037,2011.01,1164.4,C,Dollars,6,adjusted
1038,2011.02,1361,C,Dollars,6,adjusted
1039,2011.03,1166,C,Dollars,6,adjusted
1040,2011.04,1095,C,Dollars,6,adjusted
1041,2011.05,1196.5,C,Dollars,6,adjusted
1042,2011.06,1171.6,C,Dollars,6,adjusted
1043,2011.07,1168.1,C,Dollars,6,adjusted
1044,2011.08,1142.2,C,Dollars,6,adjusted
1045,2011.09,1185.5,C,Dollars,6,adjusted
1046,2011.1,1186.5,C,Dollars,6,adjusted
1047,2011.11,1184.1,C,Dollars,6,adjusted
1048,2011.12,1247.4,C,Dollars,6,adjusted
1049,2012.01,1224.5,C,Dollars,6,adjusted
1050,2012.02,1439.9,C,Dollars,6,adjusted
1051,2012.03,1221.4,C,Dollars,6,adjusted
1052,2012.04,1189.6,C,Dollars,6,adjusted
1053,2012.05,1271.5,C,Dollars,6,adjusted
1054,2012.06,1213.1,C,Dollars,6,adjusted
1055,2012.07,1222.3,C,Dollars,6,adjusted
1056,2012.08,1191.3,C,Dollars,6,adjusted
1057,2012.09,1216.7,C,Dollars,6,adjusted
1058,2012.1,1252,C,Dollars,6,adjusted
1059,2012.11,1221.3,C,Dollars,6,adjusted
1060,2012.12,1270.5,C,Dollars,6,adjusted
1061,2013.01,1280.8,C,Dollars,6,adjusted
1062,2013.02,1480.2,C,Dollars,6,adjusted
1063,2013.03,1287.5,C,Dollars,6,adjusted
1064,2013.04,1199.6,C,Dollars,6,adjusted
1065,2013.05,1304.1,C,Dollars,6,adjusted
1066,2013.06,1217,C,Dollars,6,adjusted
1067,2013.07,1257.4,C,Dollars,6,adjusted
1068,2013.08,1210.3,C,Dollars,6,adjusted
1069,2013.09,1239.9,C,Dollars,6,adjusted
1070,2013.1,1281.5,C,Dollars,6,adjusted
1071,2013.11,1236.8,C,Dollars,6,adjusted
1072,2013.12,1320,C,Dollars,6,adjusted
1073,2014.01,1334.7,C,Dollars,6,adjusted
1074,2014.02,1516.7,C,Dollars,6,adjusted
1075,2014.03,1317.3,C,Dollars,6,adjusted
1076,2014.04,1224.5,C,Dollars,6,adjusted
1077,2014.05,1336.7,C,Dollars,6,adjusted
1078,2014.06,1284,C,Dollars,6,adjusted
1079,2014.07,1333,C,Dollars,6,adjusted
1080,2014.08,1255.3,C,Dollars,6,adjusted
1081,2014.09,1312.5,C,Dollars,6,adjusted
1082,2014.1,1340,C,Dollars,6,adjusted
1083,2014.11,1287.2,C,Dollars,6,adjusted
1084,2014.12,1383.8,C,Dollars,6,adjusted
1085,2015.01,1384.4,C,Dollars,6,adjusted
1086,2015.02,1591.8,C,Dollars,6,adjusted
1087,2015.03,1420.8,C,Dollars,6,adjusted
1088,2015.04,1297.3,C,Dollars,6,adjusted
1089,2015.05,1411.2,C,Dollars,6,adjusted
1090,2015.06,1354,C,Dollars,6,adjusted
1091,2015.07,1387.5,C,Dollars,6,adjusted
1092,2015.08,1323.4,C,Dollars,6,adjusted
1093,2015.09,1380.8,C,Dollars,6,adjusted
1094,2015.1,1405.1,C,Dollars,6,adjusted
1095,2015.11,1366.7,C,Dollars,6,adjusted
1096,2015.12,1481.7,C,Dollars,6,adjusted
1097,2016.01,1449.2,C,Dollars,6,adjusted
1098,2016.02,1685.4,C,Dollars,6,adjusted
1099,2016.03,1461.3,C,Dollars,6,adjusted
1100,2016.04,1419.3,C,Dollars,6,adjusted
1101,2016.05,1504.4,C,Dollars,6,adjusted
1102,2016.06,1424.7,C,Dollars,6,adjusted
1103,2016.07,1446.7,C,Dollars,6,adjusted
1104,2016.08,1400.9,C,Dollars,6,adjusted
1105,2016.09,1454.1,C,Dollars,6,adjusted
1106,2016.1,1449.3,C,Dollars,6,adjusted
1107,2016.11,1438.1,C,Dollars,6,adjusted
1108,2016.12,1538,C,Dollars,6,adjusted
1109,2017.01,1538.7,C,Dollars,6,adjusted
1110,2017.02,1780.7,C,Dollars,6,adjusted
1111,2017.03,1555.3,C,Dollars,6,adjusted
1112,2017.04,1465.3,C,Dollars,6,adjusted
1113,2017.05,1592.7,C,Dollars,6,adjusted
1114,2017.06,1555.1,C,Dollars,6,adjusted
1115,2017.07,1554.4,C,Dollars,6,adjusted
1116,2017.08,1504.9,C,Dollars,6,adjusted
1117,2017.09,1546.3,C,Dollars,6,adjusted
1118,2017.1,1571.4,C,Dollars,6,adjusted
1119,2017.11,1544.8,C,Dollars,6,adjusted
1120,2017.12,1627.2,C,Dollars,6,adjusted
1121,2018.01,1638.3,C,Dollars,6,adjusted
1122,2018.02,1885.1,C,Dollars,6,adjusted
1123,2018.03,1634.8,C,Dollars,6,adjusted
1124,2018.04,1524.8,C,Dollars,6,adjusted
1125,2018.05,1719.3,C,Dollars,6,adjusted
1126,2018.06,1543,C,Dollars,6,adjusted
1127,2018.07,1615.9,C,Dollars,6,adjusted
1128,2018.08,1558.6,C,Dollars,6,adjusted
1129,2018.09,1599.5,C,Dollars,6,adjusted
1130,2018.1,1632,C,Dollars,6,adjusted
1131,2018.11,1614.6,C,Dollars,6,adjusted
1132,2018.12,1698.5,C,Dollars,6,adjusted
1133,2019.01,1696.3,C,Dollars,6,adjusted
1134,2019.02,1947.6,C,Dollars,6,adjusted
1135,2019.03,1713.2,C,Dollars,6,adjusted
1136,2019.04,1601.7,C,Dollars,6,adjusted
1137,2019.05,1756.4,C,Dollars,6,adjusted
1138,2019.06,1662.6,C,Dollars,6,adjusted
1139,2019.07,1690.3,C,Dollars,6,adjusted
1140,2019.08,1620,C,Dollars,6,adjusted
1141,2019.09,1650.7,C,Dollars,6,adjusted
1142,2019.1,1705.3,C,Dollars,6,adjusted
1143,2019.11,1661.6,C,Dollars,6,adjusted
1144,2019.12,1759.3,C,Dollars,6,adjusted
1145,2020.01,1781.2,C,Dollars,6,adjusted
1146,2020.02,2018.1,C,Dollars,6,adjusted
1147,2020.03,1779.1,C,Dollars,6,adjusted
1148,2020.04,1759.1,C,Dollars,6,adjusted
1149,2020.05,2205.9,C,Dollars,6,adjusted
1150,2020.06,2073,C,Dollars,6,adjusted
1151,2020.07,1952.7,C,Dollars,6,adjusted
1152,2020.08,1784.8,C,Dollars,6,adjusted
1153,2020.09,1832.7,C,Dollars,6,adjusted
1154,2020.1,1933.8,C,Dollars,6,adjusted
1155,2020.11,1811.1,C,Dollars,6,adjusted
1156,2020.12,1898.2,C,Dollars,6,adjusted
1157,2021.01,1872.4,C,Dollars,6,adjusted
1158,2021.02,2152.3,C,Dollars,6,adjusted
1159,2021.03,1874,C,Dollars,6,adjusted
1160,2021.04,1733.3,C,Dollars,6,adjusted
1161,2021.05,1896.5,C,Dollars,6,adjusted
1162,2021.06,1795.4,C,Dollars,6,adjusted
1163,2021.07,1867,C,Dollars,6,adjusted
1164,2021.08,1815.3,C,Dollars,6,adjusted
1165,2021.09,1888.5,C,Dollars,6,adjusted
1166,2021.1,2174,C,Dollars,6,adjusted
1167,2021.11,2038.5,C,Dollars,6,adjusted
1168,2007.02,2078.8,F,Dollars,6,Actual
1169,2007.03,2016.9,F,Dollars,6,Actual
1170,2007.04,360.7,F,Dollars,6,Actual
1171,2007.05,369,F,Dollars,6,Actual
1172,2007.06,366.7,F,Dollars,6,Actual
1173,2007.07,370.5,F,Dollars,6,Actual
1174,2007.08,377.6,F,Dollars,6,Actual
1175,2007.09,388.6,F,Dollars,6,Actual
1176,2007.1,411,F,Dollars,6,Actual
1177,2007.11,426.4,F,Dollars,6,Actual
1178,2007.12,531.3,F,Dollars,6,Actual
1179,2008.01,384.1,F,Dollars,6,Actual
1180,2008.02,356.5,F,Dollars,6,Actual
1181,2008.03,383.3,F,Dollars,6,Actual
1182,2008.04,359.5,F,Dollars,6,Actual
1183,2008.05,371.8,F,Dollars,6,Actual
1184,2008.06,349.1,F,Dollars,6,Actual
1185,2008.07,396.4,F,Dollars,6,Actual
1186,2008.08,401.8,F,Dollars,6,Actual
1187,2008.09,403.3,F,Dollars,6,Actual
1188,2008.1,442.7,F,Dollars,6,Actual
1189,2008.11,437.9,F,Dollars,6,Actual
1190,2008.12,604.8,F,Dollars,6,Actual
1191,2009.01,415.8,F,Dollars,6,Actual
1192,2009.02,370.4,F,Dollars,6,Actual
1193,2009.03,409.2,F,Dollars,6,Actual
1194,2009.04,387.4,F,Dollars,6,Actual
1195,2009.05,401.1,F,Dollars,6,Actual
1196,2009.06,381,F,Dollars,6,Actual
1197,2009.07,396.1,F,Dollars,6,Actual
1198,2009.08,404.3,F,Dollars,6,Actual
1199,2009.09,407.1,F,Dollars,6,Actual
1200,2009.1,451.9,F,Dollars,6,Actual
1201,2009.11,451.6,F,Dollars,6,Actual
1202,2009.12,600.7,F,Dollars,6,Actual
1203,2010.01,419.9,F,Dollars,6,Actual
1204,2010.02,369.4,F,Dollars,6,Actual
1205,2010.03,424.7,F,Dollars,6,Actual
1206,2010.04,395.9,F,Dollars,6,Actual
1207,2010.05,411.6,F,Dollars,6,Actual
1208,2010.06,393.6,F,Dollars,6,Actual
1209,2010.07,410.3,F,Dollars,6,Actual
1210,2010.08,402.4,F,Dollars,6,Actual
1211,2010.09,447.9,F,Dollars,6,Actual
1212,2010.1,439.7,F,Dollars,6,Actual
1213,2010.11,451.1,F,Dollars,6,Actual
1214,2010.12,621.6,F,Dollars,6,Actual
1215,2011.01,429.7,F,Dollars,6,Actual
1216,2011.02,371.6,F,Dollars,6,Actual
1217,2011.03,433.3,F,Dollars,6,Actual
1218,2011.04,420.5,F,Dollars,6,Actual
1219,2011.05,420.6,F,Dollars,6,Actual
1220,2011.06,414.9,F,Dollars,6,Actual
1221,2011.07,428.1,F,Dollars,6,Actual
1222,2011.08,414.5,F,Dollars,6,Actual
1223,2011.09,428.7,F,Dollars,6,Actual
1224,2011.1,467.5,F,Dollars,6,Actual
1225,2011.11,474.7,F,Dollars,6,Actual
1226,2011.12,656.7,F,Dollars,6,Actual
1227,2012.01,445.1,F,Dollars,6,Actual
1228,2012.02,402.2,F,Dollars,6,Actual
1229,2012.03,446.1,F,Dollars,6,Actual
1230,2012.04,429.5,F,Dollars,6,Actual
1231,2012.05,436.2,F,Dollars,6,Actual
1232,2012.06,435.3,F,Dollars,6,Actual
1233,2012.07,435.7,F,Dollars,6,Actual
1234,2012.08,431.2,F,Dollars,6,Actual
1235,2012.09,452.4,F,Dollars,6,Actual
1236,2012.1,495.6,F,Dollars,6,Actual
1237,2012.11,510.8,F,Dollars,6,Actual
1238,2012.12,678.7,F,Dollars,6,Actual
1239,2013.01,466.2,F,Dollars,6,Actual
1240,2013.02,414.9,F,Dollars,6,Actual
1241,2013.03,465.9,F,Dollars,6,Actual
1242,2013.04,466.6,F,Dollars,6,Actual
1243,2013.05,461.8,F,Dollars,6,Actual
1244,2013.06,461.2,F,Dollars,6,Actual
1245,2013.07,455.6,F,Dollars,6,Actual
1246,2013.08,470.1,F,Dollars,6,Actual
1247,2013.09,464.6,F,Dollars,6,Actual
1248,2013.1,538.3,F,Dollars,6,Actual
1249,2013.11,553.4,F,Dollars,6,Actual
1250,2013.12,710.3,F,Dollars,6,Actual
1251,2014.01,487.9,F,Dollars,6,Actual
1252,2014.02,435.4,F,Dollars,6,Actual
1253,2014.03,496.4,F,Dollars,6,Actual
1254,2014.04,476.7,F,Dollars,6,Actual
1255,2014.05,488.2,F,Dollars,6,Actual
1256,2014.06,472,F,Dollars,6,Actual
1257,2014.07,478.5,F,Dollars,6,Actual
1258,2014.08,478.1,F,Dollars,6,Actual
1259,2014.09,486.4,F,Dollars,6,Actual
1260,2014.1,569,F,Dollars,6,Actual
1261,2014.11,573.6,F,Dollars,6,Actual
1262,2014.12,745,F,Dollars,6,Actual
1263,2015.01,530.5,F,Dollars,6,Actual
1264,2015.02,471.2,F,Dollars,6,Actual
1265,2015.03,516.5,F,Dollars,6,Actual
1266,2015.04,498.9,F,Dollars,6,Actual
1267,2015.05,523.1,F,Dollars,6,Actual
1268,2015.06,507.5,F,Dollars,6,Actual
1269,2015.07,513.9,F,Dollars,6,Actual
1270,2015.08,518.1,F,Dollars,6,Actual
1271,2015.09,534.6,F,Dollars,6,Actual
1272,2015.1,625.2,F,Dollars,6,Actual
1273,2015.11,611.3,F,Dollars,6,Actual
1274,2015.12,805.1,F,Dollars,6,Actual
1275,2016.01,566.3,F,Dollars,6,Actual
1276,2016.02,529.6,F,Dollars,6,Actual
1277,2016.03,568.6,F,Dollars,6,Actual
1278,2016.04,565,F,Dollars,6,Actual
1279,2016.05,553.8,F,Dollars,6,Actual
1280,2016.06,551,F,Dollars,6,Actual
1281,2016.07,560.7,F,Dollars,6,Actual
1282,2016.08,536,F,Dollars,6,Actual
1283,2016.09,573.1,F,Dollars,6,Actual
1284,2016.1,648.9,F,Dollars,6,Actual
1285,2016.11,643.9,F,Dollars,6,Actual
1286,2016.12,830.8,F,Dollars,6,Actual
1287,2017.01,592.1,F,Dollars,6,Actual
1288,2017.02,521.3,F,Dollars,6,Actual
1289,2017.03,579.3,F,Dollars,6,Actual
1290,2017.04,565.6,F,Dollars,6,Actual
1291,2017.05,556.2,F,Dollars,6,Actual
1292,2017.06,553.7,F,Dollars,6,Actual
1293,2017.07,549.8,F,Dollars,6,Actual
1294,2017.08,544.1,F,Dollars,6,Actual
1295,2017.09,576.1,F,Dollars,6,Actual
1296,2017.1,652.5,F,Dollars,6,Actual
1297,2017.11,676.4,F,Dollars,6,Actual
1298,2017.12,851.8,F,Dollars,6,Actual
1299,2018.01,595.6,F,Dollars,6,Actual
1300,2018.02,535.4,F,Dollars,6,Actual
1301,2018.03,611.6,F,Dollars,6,Actual
1302,2018.04,572.6,F,Dollars,6,Actual
1303,2018.05,580.5,F,Dollars,6,Actual
1304,2018.06,571.6,F,Dollars,6,Actual
1305,2018.07,555.2,F,Dollars,6,Actual
1306,2018.08,563.9,F,Dollars,6,Actual
1307,2018.09,595.3,F,Dollars,6,Actual
1308,2018.1,674.2,F,Dollars,6,Actual
1309,2018.11,702.3,F,Dollars,6,Actual
1310,2018.12,848.3,F,Dollars,6,Actual
1311,2019.01,614.1,F,Dollars,6,Actual
1312,2019.02,546.5,F,Dollars,6,Actual
1313,2019.03,602.1,F,Dollars,6,Actual
1314,2019.04,585.4,F,Dollars,6,Actual
1315,2019.05,580.6,F,Dollars,6,Actual
1316,2019.06,586.1,F,Dollars,6,Actual
1317,2019.07,567.3,F,Dollars,6,Actual
1318,2019.08,585.9,F,Dollars,6,Actual
1319,2019.09,603.9,F,Dollars,6,Actual
1320,2019.1,674.4,F,Dollars,6,Actual
1321,2019.11,740.7,F,Dollars,6,Actual
1322,2019.12,860.6,F,Dollars,6,Actual
1323,2020.01,621.3,F,Dollars,6,Actual
1324,2020.02,586.1,F,Dollars,6,Actual
1325,2020.03,611.2,F,Dollars,6,Actual
1326,2020.04,137.6,F,Dollars,6,Actual
